Employee_ID,Name,Gender,Age,Department,City,Experience_Years,Education_Level,Job_Level,Salary,Performance_Score,Joining_Date,Is_Remote,Employment_Type,Monthly_Work_Hours,Projects_Completed,Training_Hours,Satisfaction_Score,Attrition,Email
1333,Ahmed Qureshi,Male,48,Support,Peshawar,23,MPhil,Mid,154496,7.7,2021-03-19,True,Full-time,215,150,42,1.3,No,ahmed.qureshi1333@company.com
1334,Shahzaib Farooq,Male,44,Finance,Faisalabad,7,Intermediate,Junior,73265,8.8,2014-05-09,False,Full-time,140,12,11,3.8,No,shahzaib.farooq1334@company.com
1335,  Maria Farooq  ,Female,29,Marketing,Karachi,9,Master,Mid,93626,9.6,2014-11-05,True,Full-time,218,6,80,4.3,No,maria.farooq1335@company.com
1336,Maham Khan,Male,33,HR,Rawalpindi,3,Master,Lead,162346,6.1,2018-09-01,False,Full-time,154,10,60,3.0,Yes,maham.khan1336@company.com
1337,Kainat Khan,Male,44,Sales,ISLAMABAD,13,Master,Mid,one lakh,5.2,2015-03-06,True,Full-time,143,32,65,1.5,No,
1338,Anam Tariq,Female,47,Marketing,Multan,21,Master,Junior,90211,6.1,2019-04-27,False,Contract,188,15,9,2.9,No,anam.tariq1338@company.com
1339,Abdullah Farooq,Male,,Design,Karachi,12,Master,Junior,82650,8.1,2020-01-19,True,Full-time,144,4,35,1.5,No,abdullah.farooq1339@company.com
1340,Saad Farooq,Male,42,Marketing,Islamabad,19,Bachelor,Senior,161582,7.8,2026-05-26,True,Full-time,206,32,27,3.4,No,saad.farooq1340@company.com
1341,Bilal Khan,Female,36,Marketing,LAHORE,13,Bachelor,Lead,181024,9.5,2014-02-11,False,Part-time,145,31,64,1.1,No,bilal.khan1341@company.com
1342,Iqra Qureshi,Male,49, it ,Lhore,2,Intermediate,Senior,109407,5.7,2020-08-20,True,Full-time,151,2,61,3.7,Yes,iqra.qureshi1342@company.com
1343,Saad Iqbal,Male,50,Design,Peshawar,4,MPhil,Junior,62446,8.4,2014-01-12,1,Full-time,228,22,67,1.1,No,saad.iqbal1343@company.com
1344,Bilal Chaudhry,Male,26,Support,Multan,1,Master,Lead,151575,6.8,2014-12-01,False,Full-time,222,5,71,3.8,No,bilal.chaudhry1344@company.com
1345,Hamza Noor,Male,51,Marketing,Peshawar,23,Bachelor,Mid,132481,8.3,2020-03-20,True,Full-time,184,29,62,3.0,No,hamza.noor1345@company.com
1346,Iqra Chaudhry,Female,49,Support,,21,Intermediate,Junior,97337,5.4,2018-01-04,False,Part-time,149,7,21,2.1,No,iqra.chaudhry1346@company.com
1347,Iqra Raza,Male,,IT,Islamabad,13,Bachelor,Mid,111124,8.6,2014-06-25,False,Full-time,142,15,66,3.6,No,iqra.raza1347@company.com
1348,Hamza Butt,Female,52,Design,,9,Bachelor,Lead,164470,8.9,2019-02-01,False,Full-time,176,4,18,2.4,No,hamza.butt1348@company.com
1349,Ayesha Sheikh,Male,55,Sales,Karachi,5,Bachelor,Junior,48543,9.9,2016-11-02,False,Full-time,163,14,71,3.8,No,ayesha.sheikh1349@company.com
1350,Hira Raza,Female,49,Finance,Rawalpindi,9,Intermediate,Manager,222016,8.8,2024-04-10,No,Full-time,209,33,42,3.6,No,hira.raza1350@company.com
1351,Abdullah Ali,Male,,Design,Islamabad,22,Intermediate,Senior,142972,8.3,2016-08-15,False,Full-time,219,15,57,2.4,No,user.company.com
1352,Noor Butt,Male,58,Marketing,Peshawar,24,Master,Junior,101946,9.2,2015-12-17,False,Full-time,180,33,7,4.6,No,noor.butt1352@company.com
1353,Hassan Chaudhry,Female,44,Operations,Islamabad,0,Master,Mid,76600,9.3,2015-12-19,True,Full-time,196,27,56,2.2,No,hassan.chaudhry1353@company.com
1354,Abdullah Farooq,Female,29,HR,Karachi,6,Master,Mid,90240,5.3,2022-06-06,True,Full-time,221,18,53,1.7,No,abdullah.farooq1354@company.com
1355,Talha Qureshi,Male,33,Finance,Peshawar,12,Master,Mid,94527,9.1,2020-10-25,False,Full-time,199,15,3,4.2,Yes,talha.qureshi1355@company.com
1356,Maria Butt,Female,28,Sales,Faisalabad,5,MPhil,Lead,160619,5.1,2020-03-20,False,Part-time,148,24,74,2.9,No,maria.butt1356@company.com
1357,Bilal Butt,Female,28,Support,Rawalpindi,8,Intermediate,Lead,173123,5.3,2021-03-03,False,Contract,157,23,20,1.2,No,bilal.butt1357@company.com
1358,Farhan Aslam,Female,,Sales,Islamabad,4,Intermediate,Mid,81480,8.7,2017-10-01,False,Contract,227,20,34,3.7,No,farhan.aslam1358@company.com
1359,Fatima Siddiqui,Female,30,marketing,Karachi,10,Master,Mid,103430,6.7,2017-08-28,True,Full-time,204,15,24,4.2,No,fatima.siddiqui1359@company.com
1360,Raza Iqbal,Male,,Design,Lahore,3,Bachelor,Manager,201756,6.5,2022-02-18,True,Contract,216,34,43,1.7,No,raza.iqbal1360@company.com
1361,Anam Iqbal,Male,35,Finance,Peshawar,15,Bachelor,Senior,137542,6.0,2015-10-06,False,Full-time,154,5,2,4.1,No,anam.iqbal1361@company.com
1362,Sara Noor,Male,23, Sales,Faisalabad,3,Master,Junior,44587,8.7,2016-10-11,True,Full-time,165,12,44,1.1,Yes,sara.noor1362@company.com
1363,Anam Ali,Female,43,Finance,Peshawar,16,Bachelor,Mid,1250000,9.0,2014-04-25,True,Full-time,176,11,68,1.0,No,anam.ali1363@company.com
1364,Kainat Noor,Female,44,Finance,Karach,21,Intermediate,Junior,102485,7.1,2025-07-14,True,Full-time,180,8,59,1.4,Yes,kainat.noor1364@company.com
1365,Shahzaib Malik,Female,56,IT,Lahore,10,MPhil,Junior,75773,7.9,2020-12-30,False,Full-time,192,19,54,1.8,Yes,shahzaib.malik1365@company.com
1366,Taha Qureshi,Female,,Finance,Lahore,21,MPhil,Senior,166185,7.6,2015-11-28,True,Full-time,191,7,21,1.3,No,taha.qureshi1366@company.com
1367,Hamza Noor,Female,28,Marketing,Peshawar,8,MPhil,Junior,82156,7.9,2022-12-23,False,Full-time,217,26,62,3.0,Yes,hamza.noor1367@company.com
1368,Saad Ahmed,Male,37,Design,Faisalabad,7,Bachelor,Junior,61908,9.1,2025/13/10,True,Part-time,188,21,19,2.2,No,saad.ahmed1368@company.com
1369,Shahzaib Ahmed,Female,50,Marketing,Islamabad,21,MPhil,Mid,128809,6.7,2026-02-15,True,Part-time,144,28,15,2.5,No,shahzaib.ahmed1369@company.com
1370,Usman Tariq,Female,Thirty,IT,Karachi,3,Master,Lead,159512,7.1,2021-01-03,False,Full-time,154,32,70,,No,usman.tariq1370@company.com
1371,Iqra Siddiqui,Male,53,IT,Faisalabad,8,MPhil,Mid,94143,8.8,2020-05-19,False,Full-time,215,3,16,4.3,No,iqra.siddiqui1371@company.com
1372,Anam Sheikh,Male,42,Operations,Lahore,13,Master,Manager,227869,5.3,2019-06-24,True,Full-time,179,6,8,4.5,Yes,anam.sheikh1372@company.com
1373,Ayesha Khan,Female,23,Design,Multan,3,MPhil,Junior,62066,7.9,2021-02-05,False,Full-time,181,7,62,1.4,No,ayesha.khan1373@company.com
1374,Hamza Tariq,Female,31, Sales,Islamabad,11,Bachelor,Mid,102000,9.1,2026-01-07,True,Full-time,146,20,73,2.6,No,hamza.tariq1374@company.com
1375,Anam Ahmed,Male,58,Support,Islamabad,2,MPhil,Mid,69534,8.2,2020-10-08,False,Full-time,209,21,25,2.7,No,anam.ahmed1375@company.com
1376,Danish Tariq,Male,22,Finance,Rawalpindi,2,Bachelor,Senior,119286,6.3,2025-12-13,False,Contract,220,4,66,1.8,No,danish.tariq1376@company.com
1377,Zainab Raza,Female,48,Operations,Islamabad,2,Bachelor,Lead,151097,8.2,2019-10-02,True,Full-time,154,10,24,1.1,No,zainab.raza1377@company.com
1378,Maria Tariq,Female,56,Operations,Faisalabad,20,Intermediate,Junior,,5.1,2020-03-25,True,Full-time,145,32,2,1.2,No,maria.tariq1378@company.com
1379,Hamza Sheikh,Female,,Operations,Islamabad,5,Intermediate,Mid,83020,6.2,2025-03-22,True,Full-time,214,34,32,3.0,Yes,hamza.sheikh1379@company.com
1380,Noor Ahmed,Female,42,Operations,Peshawar,22,Bachelor,Manager,236139,5.5,2018-10-20,0,Full-time,172,4,62,3.1,No,noor.ahmed1380@company.com
1381,Fatima Malik,Female,51,Marketing, Multan ,25,Bachelor,Mid,155675,9.0,2014-06-22,True,Contract,224,4,30,2.0,No,fatima.malik1381@company.com
1382,Farhan Chaudhry,Female,,Marketing,Peshawar,8,MPhil,Junior,66205,6.5,2019-04-13,False,Full-time,160,29,80,2.3,No,farhan.chaudhry1382@company.com
1383,Farhan Farooq,Male,38,HR,LAHORE,18,MPhil,Mid,120512,8.5,2016-04-02,True,Full-time,204,5,45,2.7,No,farhan.farooq1383@company.com
1384,Mehwish Chaudhry,Female,,IT,Peshawar,1,Bachelor,Senior,104879,5.0,2018-06-28,False,Full-time,150,8,20,2.0,No,mehwish.chaudhry1384@company.com
1385,Shahzaib Iqbal,Male,47,Support,Faisalabad,15,Bachelor,Junior,104537,9.1,2020-04-27,True,Full-time,187,12,50,4.5,No,user.company.com
1386,  Abdullah Sheikh  ,Male,22,IT,Rawalpindi,2,Bachelor,Lead,148990,6.3,2017-10-14,True,Full-time,194,17,19,1.4,No,abdullah.sheikh1386@company.com
1387,Talha Ahmed,Male,54,Operations,Peshawar,14,MPhil,Junior,89310,5.9,2019-12-21,False,Full-time,188,9,55,4.4,No,talha.ahmed1387@company.com
1388,Taha Ali,Male,47,Finance,Faisalabad,25,Bachelor,Junior,103116,8.0,2019-07-28,False,Full-time,222,30,10,1.0,Yes,taha.ali1388@company.com
1389,Hamza Chaudhry,Female,34,Operations,Multan,13,Master,Junior,77145,5.3,2019-04-08,False,Contract,217,3,0,2.0,No,hamza.chaudhry1389@company.com
1390,Maria Farooq,Female,29,IT,Rawalpindi,5,Master,Junior,62159,9.3,2016-12-16,True,Full-time,207,28,18,2.0,No,maria.farooq1390@company.com
1391,Hassan Tariq,Female,44,Operations,Islamabad,8,Master,Mid,88942,6.5,2025-01-07,True,Full-time,224,29,6,1.8,Yes,hassan.tariq1391@company.com
1392,Ayesha Khan,Female,37,Finance,,14,MPhil,Junior,77718,7.2,2026-07-31,False,Full-time,154,10,15,2.4,No,ayesha.khan1392@company.com
1393,Maria Raza,Male,53,Sales,Rawalpindi,21,Bachelor,Mid,,8.8,2018-01-19,False,Contract,171,32,12,4.5,Yes,maria.raza1393@company.com
1394,Komal Butt,Male,46,Support,Rawalpindi,3,Master,Junior,57978,9.1,2024-10-05,False,Full-time,174,1,42,4.9,No,
1395,Saad Malik,Male,34,IT,Peshawar,14,Master,Mid,91099,7.7,2022-07-22,TRUE,Full-time,162,16,51,1.4,No,saad.malik1395@company.com
1396,Ayesha Farooq,Female,39,Finance,Lahore,9,MPhil,Lead,176924,9.4,2016-12-11,False,Full-time,187,33,25,3.0,No,ayesha.farooq1396@company.com
1397,Iqra Ali,Female,26,Operations,Peshawar,6,Bachelor,Mid,81077,5.2,2021-08-31,False,Full-time,222,10,63,3.1,No,iqra.ali1397@company.com
1398,Ahmed Ali,Female,48,HR,Peshawar,15,Master,Junior,77758,9.1,2025-09-25,False,Full-time,146,5,5,3.1,No,ahmed.ali1398@company.com
1399,Maham Ahmed,Female,57,Sales,Islamabad,8,Intermediate,Senior,115397,8.6,2024-05-19,True,Full-time,190,3,10,2.7,No,maham.ahmed1399@company.com
1400,Hamza Sheikh,Female,49,Sales,Islamabad,25,Bachelor,Junior,105793,6.3,2016-05-21,False,Full-time,140,26,14,1.1,No,user.company.com
1401,Saad Chaudhry,Female,52,Finanace,Rawalpindi,19,Master,Senior,170990,8.9,2015-12-19,True,Full-time,164,8,2,3.8,No,saad.chaudhry1401@company.com
1402,Ali Noor,Female,30,Marketing,Faisalabad,10,Bachelor,Junior,85945,5.7,2023-06-19,True,Full-time,159,29,62,2.9,No,ali.noor1402@company.com
1403,Talha Noor,Male,39,Operations,Lahore,10,Intermediate,Junior,83748,9.8,2025-02-12,False,Full-time,191,32,65,3.4,No,talha.noor1403@company.com
1404,Komal Aslam,Female,35,IT,Rawalpindi,0,MPhil,Mid,64081,6.3,2023-05-11,False,Full-time,219,23,57,3.8,Yes,komal.aslam1404@company.com
1405,Maria Chaudhry,Male,51,Support,Faisalabad,7,Bachelor,Mid,95527,9.5,2024-07-04,True,Contract,189,27,46,4.2,No,maria.chaudhry1405@company.com
1406,Eman Raza,Male,39,HR,Multan,15,Bachelor,Junior,88649,7.4,2023-05-01,False,Full-time,166,4,2,2.4,No,eman.raza1406@company.com
1407,Komal Raza,Male,53,IT,Peshawar,2,Master,Mid,75556,5.6,2019-01-10,False,Full-time,183,23,5,4.1,No,komal.raza1407@company.com
1408,Abdullah Raza,Male,24,Design,Peshawar,4,Intermediate,Manager,215577,8.8,2016-04-14,True,Full-time,161,8,26,4.6,Yes,abdullah.raza1408@company.com
1409,Maria Chaudhry,Female,53,Design,Multan,3,Bachelor,Senior,108969,5.6,2018-07-12,False,Part-time,140,16,60,2.4,No,maria.chaudhry1409@company.com
1410,Ahmed Ali,Female,47,Support,Multan,21,Bachelor,Junior,124558,7.1,2019-02-13,True,Contract,192,27,58,4.8,No,ahmed.ali1410@company.com
1411,Komal Malik,Male,49,Finance,Peshawar,0,Intermediate,Junior,50161,9.8,2017-09-08,False,Full-time,144,10,73,1.2,No,komal.malik1411@company.com
1412,Raza Qureshi,Female,47,Operations,Multan,22,Master,Senior,162001,5.0,2020-04-10,True,Full-time,197,14,69,3.5,No,raza.qureshi1412@company.com
1413,Saad Chaudhry,Female,46,Marketing,Islamabad,2,Intermediate,Mid,71324,7.6,2026-02-17,False,Full-time,205,20,66,2.4,No,saad.chaudhry1413@company.com
1414,  Ali Khan  ,Female,36,Sales,Multan,13,Intermediate,Senior,138830,8.1,2021-12-13,True,Full-time,223,8,57,2.2,No,ali.khan1414@company.com
1415,Saad Malik,Male,58,HR ,Islamabad,9,Master,Senior,146989,8.3,2022-06-21,0,Full-time,206,13,46,2.8,Yes,saad.malik1415@company.com
1416,Maham Iqbal,Female,26,HR,Islambad,6,Bachelor,Mid,80836,6.8,2025-10-21,False,Full-time,206,26,33,3.3,No,maham.iqbal1416@company.com
1417,Saad Chaudhry,Female,47,Finance,Karachi,16,Bachelor,Mid,110031,9.7,2025-07-06,True,Full-time,198,31,4,4.0,No,saad.chaudhry1417@company.com
1418,Hira Aslam,Male,47,HR,Lahore,11,Master,Junior,64101,6.8,2022-05-26,False,Full-time,143,10,18,4.1,No,hira.aslam1418@company.com
1419,  Kainat Aslam  ,Female,39,Marketing,Karachi,19,MPhil,Junior,103923,5.3,2015-01-02,False,Full-time,179,29,43,4.1,No,kainat.aslam1419@company.com
1420,Anam Iqbal,Male,29,Design,Peshawar,9,MPhil,Junior,77266,5.4,2023-03-10,False,Full-time,190,22,69,1.2,No,anam.iqbal1420@company.com
1421,Saad Chaudhry,Female,26,HR ,Multan,0,Master,Mid,80328,5.4,2026-02-25,True,Part-time,206,13,60,3.0,Yes,saad.chaudhry1421@company.com
1422,Komal Aslam,Male,,Sales,Peshawar,2,Bachelor,Lead,157528,5.4,2025-12-19,False,Full-time,145,32,2,2.4,No,komal.aslam1422@company.com
1423,Ali Iqbal,Female,45,Sales,Lahore,3,Intermediate,Mid,,5.9,2016-01-05,True,Full-time,192,11,7,3.5,No,ali.iqbal1423@company.com
1424,Ali Chaudhry,Male,40,Operations,Lahore,10,Bachelor,Mid,95081,6.8,2016-09-17,True,Full-time,216,16,63,3.0,No,ali.chaudhry1424@company.com
1425,Fatima Ali,Male,41,Design,Rawalpindi,13,Intermediate,Mid,103901,9.5,2014-06-02,False,Full-time,215,7,31,4.1,No,fatima.ali1425@company.com
1426,Hassan Ali,Female,,HR,,20,Bachelor,Senior,151052,7.6,2017-10-09,True,Full-time,194,29,5,1.0,No,hassan.ali1426@company.com
1427,Taha Sheikh,Female,31,IT,Lahore,11,Master,Mid,109568,9.9,2018-10-09,False,Full-time,208,5,38,1.4,No,taha.sheikh1427@company.com
1428,Taha Raza,Female,48,Marketing,Rawalpindi,16,Master,Lead,185580,9.8,2024-02-26,False,Full-time,181,22,26,2.8,No,taha.raza1428@company.com
1429,Ali Aslam,Male,21,Design,Lahore,0,Bachelor,Mid,78022,8.7,2026-01-26,True,Full-time,223,5,68,1.1,No,ali.aslam1429@company.com
1430,Komal Tariq,Male,43,Operations,Islambad,19,Master,Mid,126344,5.6,2022-04-23,True,Full-time,168,2,35,3.7,No,komal.tariq1430@company.com
1431,Umar Ahmed,Female,35,Marketing,Faisalabad,11,Intermediate,Junior,92509,6.0,2018-05-26,False,Full-time,175,33,63,1.7,No,umar.ahmed1431@company.com
1432,Anam Sheikh,Male,25,Finance,Multan,2,Bachelor,Junior,50403,9.3,2020-02-26,True,Contract,142,35,78,2.0,No,anam.sheikh1432@company.com
1433,Saad Khan,Female,24,Support,Faisalabad,4,Master,Junior,63733,7.4,2025-08-08,True,Contract,168,4,35,4.7,No,saad.khan1433@company.com
1434,Hamza Khan,Female,33,Support,Lahore,13,Intermediate,Manager,225293,9.7,2019-08-10,True,Full-time,179,5,80,3.5,Yes,hamza.khan1434@company.com
1435,Maham Qureshi,Male,58,Support,Peshawar,8,Bachelor,Junior,66471,,2021-06-25,True,Contract,216,29,12,3.5,No,maham.qureshi1435@company.com
1436,Ahmed Khan,Male,45,Support,Peshawar,22,Intermediate,Senior,,5.3,2023-09-08,True,Full-time,147,4,37,4.4,No,ahmed.khan1436@company.com
1437,Noor Qureshi,Female,35,IT,Faisalabad,12,MPhil,Senior,950000,6.7,2014-08-01,False,Full-time,215,13,13,1.4,No,noor.qureshi1437@company.com
1438,Ahmed Sheikh,Male,57,Finanace,Multan,16,Master,Mid,121129,5.9,2017-02-01,True,Full-time,179,28,65,4.8,No,ahmed.sheikh1438@company.com
1439,Maria Sheikh,Male,30,Design,Islamabad,10,Master,Junior,72123,7.9,2017-03-30,True,Full-time,211,4,54,2.4,No,maria.sheikh1439@company.com
1440,  Farhan Aslam  ,Male,25,Support,Karachi,5,MPhil,Senior,,8.4,2021-07-12,False,Full-time,160,7,58,4.5,No,farhan.aslam1440@company.com
1441,Iqra Noor,Male,35,Marketing,Faisalabad,15,Bachelor,Junior,97423,9.0,2022-06-07,True,Full-time,140,24,1,1.3,Yes,iqra.noor1441@company.com
1442,Fatima Raza,Female,49,Marketing,Multan,18,Master,Junior,77004,6.0,2017-11-27,Yes,Contract,162,22,70,2.0,No,fatima.raza1442@company.com
1443,Ayesha Iqbal,Female,27,IT,Peshawar,7,Bachelor,Mid,89520,6.7,2018-09-19,False,Full-time,187,24,21,4.8,No,ayesha.iqbal1443@company.com
1444,Noor Aslam,Female,25,HR,Karachi,4,Bachelor,Junior,59559,6.6,2023-08-20,True,Contract,218,13,68,2.2,Yes,noor.aslam1444@company.com
1445,Zainab Khan,Female,29,Design,Karachi,9,Intermediate,Senior,N/A,5.8,2022-09-15,False,Full-time,199,12,41,3.8,No,zainab.khan1445@company.com
1446,  Iqra Chaudhry  ,Female,51,Sales,lahore,12,Intermediate,Junior,78393,9.2,2022-11-18,True,Full-time,188,11,47,2.0,Yes,employee@company
1447,Shahzaib Ahmed,Female,49,Support,Karachi,18,Intermediate,Mid,128318,7.1,2024-06-27,False,Full-time,203,21,34,2.5,Yes,shahzaib.ahmed1447@company.com
1448,Zainab Ali,Male,43,HR,Islamabad,16,Intermediate,Senior,136480,5.6,2022-01-30,True,Full-time,182,13,42,2.0,No,zainab.ali1448@company.com
1449,Shahzaib Butt,Female,33,Finance,Peshawar,13,Master,Junior,77604,9.0,2023-01-22,False,Contract,223,1,60,3.6,No,shahzaib.butt1449@company.com
1450,Hassan Iqbal,Female,35,Marketing,Multan,15,Bachelor,Mid,124074,8.9,2024-07-06,False,Full-time,150,21,24,2.7,No,hassan.iqbal1450@company.com
1451,Maham Noor,Female,,IT,Islamabad,4,Bachelor,Mid,75561,7.4,2021-12-15,False,Full-time,194,26,68,2.2,No,maham.noor1451@company.com
1452,Talha Qureshi,Male,29,Finance,,9,MPhil,Manager,214762,5.3,2022-09-01,True,Full-time,182,29,38,1.4,Yes,talha.qureshi1452@company.com
1453,Mehwish Raza,Male,5,IT,ISLAMABAD,6,Intermediate,Lead,161840,6.0,2020-07-12,True,Full-time,187,34,1,1.7,No,mehwish.raza1453@company.com
1454,Maham Farooq,Male,28,Finance,Rawalpindi,8,MPhil,Senior,124533,5.6,2018-08-12,False,Full-time,230,31,20,3.4,No,maham.farooq1454@company.com
1455,Talha Noor,Female,,Marketing,Lahore,4,MPhil,Junior,67287,9.0,2025-10-17,False,Contract,202,30,59,3.3,No,talha.noor1455@company.com
1456,Maria Butt,Female,43,Sales,Faisalabad,19,Bachelor,Mid,117331,,2018-02-11,True,Full-time,145,16,20,2.1,No,maria.butt1456@company.com
1457,Maria Butt,Male,34,Design,Faisalabad,14,Intermediate,Manager,212831,,2021-04-24,False,Full-time,172,14,64,1.2,Yes,
1458,Farhan Chaudhry,Female,45,Support,Multan,12,Bachelor,Mid,92063,,2017-01-23,False,Full-time,199,32,59,1.3,No,farhan.chaudhry1458@company.com
1459,Zainab Chaudhry,Female,29,Design,Peshawar,8,Bachelor,Junior,71577,5.5,2020-08-06,True,Full-time,190,11,9,3.7,Yes,zainab.chaudhry1459@company.com
1460,Bilal Raza,Female,Twenty Five,Finance,Karachi,22,Intermediate,Lead,207663,7.2,2015-01-27,True,Full-time,179,29,6,3.4,Yes,bilal.raza1460@company.com
1461,Usman Qureshi,Male,36,Support,Karachi,6,Intermediate,Junior,48619,6.7,2018-04-24,True,Full-time,152,11,21,,No,usman.qureshi1461@company.com
1462,Taha Malik,Female,56,Marketing,Islambad,6,MPhil,Manager,201897,6.0,2021-12-31,False,Full-time,191,21,1,2.6,No,taha.malik1462@company.com
1463,Ahmed Butt,Female,44,IT,,6,MPhil,Mid,96526,9.8,2016-04-14,True,Full-time,152,21,80,3.8,No,ahmed.butt1463@company.com
1464,Shahzaib Chaudhry,Male,42,Finance,Multan,22,Master,Manager,267406,5.3,2014-05-25,False,Full-time,221,15,64,3.3,No,shahzaib.chaudhry1464@company.com
1465,Zainab Khan,Male,40,Marketing,Multan,13,Bachelor,Senior,126493,6.8,2020-08-26,True,Full-time,166,3,30,4.7,No,zainab.khan1465@company.com
1466,Saad Chaudhry,Female,29,Sales,Islamabad,9,Intermediate,Mid,95293,8.7,2019-02-20,No,Full-time,166,35,6,4.6,No,saad.chaudhry1466@company.com
1467,Zainab Qureshi,Male,,Support,Karachi,14,Intermediate,Junior,78577,9.7,not_available,True,Contract,156,6,22,3.4,No,zainab.qureshi1467@company.com
1468,Kainat Noor,Male,53,HR,,23,MPhil,Mid,143843,6.2,2017-12-16,True,Full-time,213,29,25,,No,kainat.noor1468@company.com
1469,Ahmed Malik,Female,45,Finance,Faisalabad,14,MPhil,Mid,122472,8.7,2024-10-23,True,Full-time,194,6,38,3.4,Yes,ahmed.malik1469@company.com
1470,Anam Raza,Female,45,Design,Islamabad,14,Master,Mid,120330,5.4,2017-01-24,False,Full-time,164,1,1,4.4,No,anam.raza1470@company.com
1471,Hira Tariq,Female,47,Operations,Multan,11,MPhil,Mid,115509,5.3,2014-11-15,True,Full-time,212,11,24,4.1,No,hira.tariq1471@company.com
1472,Shahzaib Aslam,Female,,Design,Multan,22,Master,Senior,178552,9.5,2019-07-15,True,Full-time,186,2,18,2.0,No,shahzaib.aslam1472@company.com
1473,Komal Raza,Female,36,Finance,Lahore,3,Intermediate,Senior,,8.5,2015-10-21,True,Contract,161,28,32,3.8,No,komal.raza1473@company.com
1474,Mehwish Butt,Female,58,Sales,Multan,13,Intermediate,Junior,86921,9.0,2020-01-13,True,Contract,190,20,0,4.9,No,mehwish.butt1474@company.com
1475,Ali Ahmed,Male,15,Operations,Multan,9,MPhil,Junior,66210,8.4,2018-06-11,False,Full-time,154,29,72,4.3,No,ali.ahmed1475@company.com
1476,Sara Chaudhry,Male,33, it ,Peshawar,13,MPhil,Senior,,9.3,2017-09-22,True,Full-time,188,8,35,1.3,Yes,sara.chaudhry1476@company.com
1477,Zainab Tariq,Female,27,IT,,7,Intermediate,Senior,122283,5.5,2025/13/10,True,Full-time,206,18,62,2.9,No,zainab.tariq1477@company.com
1478,Maham Malik,Female,42,Support,Peshawar,7,Master,Senior,,9.8,2021-05-29,True,Full-time,229,26,17,1.1,Yes,maham.malik1478@company.com
1479,Danish Ali,Male,44,Design,Rawalpindi,21,MPhil,Mid,134350,,2021-03-24,True,Full-time,145,21,56,1.9,No,danish.ali1479@company.com
1480,Anam Sheikh,Male,43,Operations,Faisalabad,21,Intermediate,Senior,167316,6.0,2017-03-18,True,Full-time,151,20,70,4.9,No,anam.sheikh1480@company.com
1481,Abdullah Tariq,Male,51,Marketing,Karachi,6,Bachelor,Senior,118836,5.5,2014-08-28,True,Contract,181,25,35,1.9,No,abdullah.tariq1481@company.com
1482,Iqra Aslam,Male,29,Design,Lahore,9,Master,Lead,183494,5.3,2021-09-12,False,Contract,188,28,29,1.9,Yes,iqra.aslam1482@company.com
1483,Ahmed Ahmed,Male,120,Marketing,Multan,3,Master,Junior,56781,7.8,2014-01-14,False,Full-time,208,13,49,4.9,No,ahmed.ahmed1483@company.com
1484,Hira Qureshi,Male,,Marketing,Lahore,12,Intermediate,Mid,105268,5.7,2020-08-28,True,Full-time,198,10,76,2.1,No,hira.qureshi1484@company.com
1485,  Eman Qureshi  ,Male,41,Sales,Rawalpindi,21,Intermediate,Junior,123973,7.3,2018-11-03,False,Full-time,188,4,42,1.6,No,eman.qureshi1485@company.com
1486,Eman Chaudhry,Male,24,Finance,Lhore,4,MPhil,Junior,56092,9.9,2026-04-16,TRUE,Full-time,226,31,44,4.0,No,eman.chaudhry1486@company.com
1487,Danish Chaudhry,Female,,Marketing,Multan,17,MPhil,Junior,97872,9.2,2015-03-20,False,Full-time,160,9,56,3.8,No,danish.chaudhry1487@company.com
1488,Hassan Noor,Male,33,IT,,13,Intermediate,Senior,136664,9.7,15-06-2022,True,Contract,152,23,60,1.7,Yes,hassan.noor1488@company.com
1489,Danish Butt,Female,58,Operations,Karachi,20,MPhil,Junior,85752,6.9,2020-10-15,True,Full-time,188,6,59,4.5,No,danish.butt1489@company.com
1490,Bilal Butt,Female,44,IT,Lahore,3,Intermediate,Junior,63042,6.1,2024-10-03,False,Full-time,152,12,49,2.9,No,bilal.butt1490@company.com
1491,Maham Ali,Male,27,Support,Lahore,7,Bachelor,Mid,85292,6.9,2026-01-12,False,Full-time,214,35,15,4.0,No,maham.ali1491@company.com
1492,Komal Aslam,Male,32,Finance,karachi,12,MPhil,Lead,,5.6,2018-08-17,True,Full-time,172,3,10,4.9,No,komal.aslam1492@company.com
1493,Hira Siddiqui,Male,48,IT,Karachi,9,Intermediate,Manager,217381,8.2,2023-12-24,True,Full-time,228,21,66,4.6,No,hira.siddiqui1493@company.com
1494,Noor Siddiqui,Male,27,IT,,1,Bachelor,Junior,43637,8.0,2018-11-05,False,Full-time,219,28,9,3.2,No,noor.siddiqui1494@company.com
1495,Farhan Aslam,Male,46,Design,Lahore,8,MPhil,Manager,216304,6.0,2020-01-16,True,Full-time,212,33,77,1.7,No,farhan.aslam1495@company.com
1496,Hamza Qureshi,Female,45,IT,Rawalpindi,7,Intermediate,Junior,60820,8.4,2023-02-15,True,Full-time,151,24,42,4.1,Yes,hamza.qureshi1496@company.com
1497,Laiba Noor,Female,21,HR,,1,MPhil,Manager,189449,5.9,2020-11-16,False,Full-time,184,19,70,2.1,Yes,laiba.noor1497@company.com
1498,Sara Raza,Female,45,Finance,Islamabad,25,MPhil,Mid,eighty thousand,5.0,2025-07-09,True,Full-time,158,25,72,3.9,Yes,invalid-email
